Merge Sort - 100,Quick Sort - 100,Merge Sort - 1000,Quick Sort - 1000,Merge Sort - 10000,Quick Sort - 10000
,,108.535µs,163.425µs,171.752µs,138.223µs
,,157.148µs,201.698µs,192.656µs,140.963µs
,,135.488µs,234.055µs,178.405µs,147.38µs
,,147.875µs,167.481µs,177.419µs,134.634µs
,,126.776µs,170.886µs,160.542µs,122.425µs
,,155.925µs,220.8µs,150.888µs,138.042µs
,,145.611µs,276.363µs,172.393µs,134.233µs
,,177.483µs,407.299µs,160.416µs,131.372µs
,,317.839µs,320.922µs,149.661µs,138.052µs
,,159.491µs,311.079µs,140.029µs,125.675µs
,,165.112µs,168.162µs,131.856µs,108.757µs
,,180.017µs,435.927µs,106.11µs,126.642µs
,,172.113µs,275.671µs,139.619µs,147.686µs
,,199.456µs,218.499µs,133.191µs,121.696µs
,,160.196µs,140.325µs,124.148µs,138.431µs
,,163.244µs,173.136µs,117.427µs,132.635µs
,,248.857µs,128.279µs,137.287µs,154.961µs
,,234.238µs,145.014µs,125.775µs,153.972µs
,,1.742868ms,144.233µs,121.868µs,159.631µs
,,452.121µs,137.094µs,120.608µs,270.046µs
,,308.471µs,141.893µs,426.542µs,149.096µs
,,304.959µs,159.03µs,204.243µs,114.054µs
,,426.208µs,164.776µs,171.664µs,129.053µs
,,237.126µs,144.027µs,226.569µs,124.44µs
,,164.83µs,135.28µs,150.816µs,127.472µs
,,174.603µs,133.658µs,123.027µs,127.337µs
,,178.937µs,132.455µs,127.837µs,124.747µs
,,164.685µs,123.49µs,132.605µs,110.744µs
,,162.218µs,105.533µs,132.54µs,117.472µs
,,241.176µs,131.64µs,133.976µs,116.927µs
,,163.945µs,122.241µs,135.583µs,108.497µs
,,156.491µs,125.529µs,153.375µs,116.532µs
,,146.615µs,130.865µs,128.891µs,118.143µs
,,153.46µs,159.744µs,136.37µs,105.194µs
,,139.291µs,139.134µs,135.399µs,115.001µs
,,149.717µs,125.267µs,104.705µs,122.512µs
,,175.86µs,149.522µs,132.128µs,122.4µs
,,187.475µs,121.632µs,112.248µs,126.707µs
,,171.774µs,128.393µs,126.825µs,139.171µs
,,153.221µs,115.799µs,129.562µs,135.513µs
,,152.472µs,144.696µs,134.162µs,143.608µs
,,137.717µs,128.888µs,159.511µs,113.121µs
,,138.783µs,167.918µs,145.311µs,108.917µs
,,136.885µs,148.682µs,125.724µs,107.334µs
,,132.311µs,147.368µs,152.251µs,116.021µs
,,133.059µs,166.862µs,175.046µs,131.054µs
,,150.224µs,126.413µs,101.829µs,135.805µs
,,131.544µs,117.147µs,130.307µs,125.922µs
,,130.342µs,132.973µs,112.184µs,140.845µs
,,146.756µs,130.892µs,113.262µs,155.945µs
,,123.243µs,121.048µs,125.544µs,131.005µs
,,137.307µs,110.201µs,115.389µs,159.503µs
,,123.422µs,122.633µs,150.187µs,127.213µs
,,122.338µs,123.405µs,129.218µs,146.498µs
,,146.719µs,114.608µs,148.014µs,144.334µs
,,144.169µs,146.416µs,119.495µs,144.434µs
,,132.603µs,134.651µs,112.615µs,138.298µs
,,131.861µs,130.56µs,118.626µs,151.916µs
,,148.497µs,131.976µs,127.097µs,164.673µs
,,131.41µs,123.52µs,112.86µs,202.971µs
,,138.847µs,121.254µs,141.758µs,216.41µs
,,120.976µs,117.423µs,125.532µs,368.389µs
,,139.295µs,132.999µs,104.74µs,347.939µs
,,161.285µs,119.002µs,124.669µs,263.646µs
,,128.293µs,109.88µs,122.443µs,886.654µs
,,131.355µs,116.509µs,122.525µs,436.06µs
,,125.254µs,117.638µs,122.954µs,292.218µs
,,130.604µs,107.281µs,116.821µs,216.919µs
,,137.762µs,129.051µs,137.842µs,216.596µs
,,133.589µs,126.338µs,126.575µs,204.571µs
,,173.228µs,114.16µs,115.164µs,270.63µs
,,110.341µs,119.657µs,167.181µs,270.343µs
,,128.679µs,154.312µs,113.961µs,240.335µs
,,126.006µs,120.404µs,142.136µs,189.82µs
,,114.983µs,139.52µs,152.629µs,149.545µs
,,104.728µs,134.403µs,137.647µs,193.562µs
,,109.232µs,115.701µs,134.498µs,214.513µs
,,117.783µs,120.756µs,235.942µs,213.195µs
,,119.106µs,107.455µs,154.945µs,194.792µs
,,124.063µs,112.739µs,161.729µs,243.782µs
,,109.459µs,115.425µs,204.097µs,194.087µs
,,117.242µs,113.826µs,217.301µs,197.25µs
,,119.548µs,116.306µs,164.192µs,211.938µs
,,114.262µs,121.98µs,184.489µs,189.954µs
,,114.981µs,108.822µs,213.707µs,172.042µs
,,114.163µs,128.056µs,216.927µs,135.686µs
,,107.082µs,118.381µs,275.424µs,155.372µs
,,117.324µs,136.767µs,314.615µs,139.463µs
,,112.545µs,204.445µs,240.157µs,120.125µs
,,113.341µs,118.185µs,232.536µs,138.862µs
,,115.192µs,151.333µs,346.892µs,381.901µs
,,120.575µs,129.689µs,220.283µs,140.073µs
,,133.657µs,126.295µs,409.609µs,137.15µs
,,132.84µs,139.457µs,179.483µs,141.63µs
,,117.782µs,141.037µs,186.705µs,143.081µs
,,146.23µs,144.232µs,189.188µs,166.882µs
,,128.353µs,162.906µs,654.259µs,141.239µs
,,121.13µs,133.391µs,136.339µs,123.68µs
,,134.587µs,155.359µs,130.4µs,136.714µs
,,145.243µs,157.797µs,120.981µs,126.024µs
,,150.603µs,133.646µs,143.019µs,129.316µs
,,179.832µs,140.941µs,157.832µs,117.683µs
,,144.653µs,156.356µs,131.953µs,130.322µs
,,857.257µs,248.425µs,129.288µs,135.039µs
,,279.083µs,607.944µs,144.04µs,128.043µs
,,217.872µs,1.422033ms,145.451µs,120.116µs
,,322.094µs,789.987µs,147.732µs,123.675µs
,,548.392µs,794.473µs,170.011µs,120.652µs
,,459.275µs,242.87µs,150.182µs,113.054µs
,,310.815µs,164.955µs,132.59µs,118.021µs
,,222.589µs,165.83µs,177.913µs,130.798µs
,,191.64µs,142.288µs,133.066µs,136.269µs
,,210.918µs,517.796µs,154.244µs,116.695µs
,,252.188µs,151.806µs,153.148µs,145.865µs
,,293.581µs,118.51µs,141.472µs,129.505µs
,,202.293µs,139.579µs,127.767µs,123.481µs
,,188.815µs,135.812µs,140.378µs,128.902µs
,,182.233µs,131.732µs,119.259µs,156.853µs
,,177.427µs,149.517µs,128.414µs,126.53µs
,,170.016µs,130.461µs,131.637µs,118.902µs
,,142.686µs,151.506µs,133.592µs,144.127µs
,,134.378µs,123.157µs,112.133µs,123.325µs
,,140.532µs,136.389µs,145.799µs,119.824µs
,,142.039µs,122.957µs,130.24µs,113.146µs
,,175.271µs,111.405µs,124.732µs,122.234µs
,,129.703µs,122.728µs,154.31µs,121.125µs
,,130.536µs,136.152µs,143.166µs,110.934µs
,,158.488µs,139.824µs,130.007µs,115.187µs
,,136.108µs,136.403µs,126.715µs,113.437µs
,,134.698µs,116.323µs,127.263µs,109.08µs
,,122.726µs,111.019µs,126.42µs,118.571µs
,,136.427µs,114.49µs,126.449µs,107.902µs
,,119.708µs,113.725µs,121.194µs,110.372µs
,,163.983µs,135.341µs,120.391µs,109.275µs
,,120.238µs,132.542µs,120.647µs,98.607µs
,,127.822µs,123.711µs,114.802µs,112.575µs
,,116.996µs,119.443µs,125.423µs,113.572µs
,,128.91µs,132.828µs,155.274µs,134.726µs
,,115.584µs,134.527µs,158.27µs,135.146µs
,,137.609µs,124.155µs,133.521µs,124.984µs
,,130.435µs,142.831µs,125.818µs,125.98µs
,,120.146µs,148.478µs,108.83µs,149µs
,,131.908µs,134.887µs,127.194µs,120.763µs
,,137.478µs,140.862µs,121.707µs,122.925µs
,,140.665µs,148.79µs,111.426µs,140.201µs
,,148.218µs,139.628µs,109.875µs,120.003µs
,,152.037µs,150.679µs,116.086µs,123.143µs
,,99.191µs,149.809µs,125.106µs,137.679µs
,,133.15µs,150.767µs,88.576µs,155.398µs
,,136.401µs,161.231µs,110.389µs,164.796µs
,,165.378µs,187.524µs,121.536µs,161.866µs
,,154.497µs,137.737µs,122.906µs,161.189µs
,,151.524µs,131.351µs,109.977µs,753.954µs
,,133.645µs,169.132µs,121.733µs,1.335044ms
,,160.621µs,134.483µs,106.825µs,497.721µs
,,172.809µs,130.397µs,106.103µs,450.731µs
,,140.715µs,126.773µs,110.94µs,238.09µs
,,139.426µs,110.91µs,105.747µs,261.927µs
,,123.842µs,115.683µs,109.335µs,578.522µs
,,132.791µs,95.925µs,116.161µs,250.731µs
,,193.567µs,116.396µs,115.889µs,212.62µs
,,117.042µs,112.506µs,104.015µs,213.103µs
,,117.168µs,94.687µs,118.317µs,387.163µs
,,348.679µs,105.292µs,121.85µs,249.122µs
,,209.856µs,122.708µs,115.312µs,229.861µs
,,122.017µs,94.396µs,118.557µs,165.793µs
,,124.329µs,127.255µs,109.966µs,155.094µs
,,125.55µs,98.924µs,104.582µs,138.753µs
,,110.37µs,111.981µs,124.495µs,126.666µs
,,110.547µs,114.006µs,135.168µs,135.46µs
,,117.744µs,123.594µs,129.625µs,117.909µs
,,110.311µs,116.39µs,118.284µs,129.234µs
,,113.884µs,115.487µs,157.155µs,113.748µs
,,106.923µs,152.804µs,122.53µs,127.165µs
,,96.175µs,112.311µs,137.566µs,126.469µs
,,114.31µs,124.076µs,156.015µs,128.291µs
,,114.698µs,151.77µs,155.827µs,149.419µs
,,105.966µs,121.906µs,174.855µs,113.298µs
,,110.064µs,140.557µs,273.536µs,129.551µs
,,99.185µs,137.629µs,254.736µs,139.182µs
,,112.05µs,129.281µs,232.968µs,117.264µs
,,111.853µs,129.142µs,345.017µs,141.769µs
,,130.178µs,146.973µs,316.228µs,145.903µs
,,147.657µs,172.792µs,409.311µs,130.882µs
,,124.87µs,148.198µs,1.877592ms,117.981µs
,,130.157µs,131.73µs,476.584µs,164.536µs
,,117.546µs,165.796µs,811.128µs,108.29µs
,,149.645µs,158.141µs,585.122µs,127.314µs
,,133.368µs,191.623µs,241.954µs,144.87µs
,,120.314µs,239.437µs,167.687µs,161.751µs
,,159.096µs,230.955µs,310.484µs,135.187µs
,,149.339µs,211.324µs,218.626µs,130.117µs
,,126.441µs,389.855µs,178.456µs,130.851µs
,,142.575µs,538.442µs,168.577µs,127.495µs
,,150.115µs,484.879µs,135.929µs,123.37µs
,,141.571µs,273.445µs,157.637µs,128.387µs
,,137.052µs,248.773µs,158.793µs,125.619µs
,,133.295µs,860.392µs,135.383µs,120.23µs
,,136.872µs,207.866µs,148.716µs,117.291µs
,,148.163µs,245.415µs,131.781µs,129.321µs
,,170.755µs,156.834µs,168.526µs,120.577µs
,,216.608µs,183.052µs,247.779µs,132.63µs
,,251.855µs,158.386µs,136.733µs,124.75µs
,,199.491µs,152.123µs,198.58µs,119.168µs
,,225.458µs,220.533µs,148.642µs,117.672µs
,,560.108µs,170.774µs,170.042µs,123.861µs
,,272.809µs,162.35µs,134.905µs,173.079µs
,,294.859µs,146.118µs,191.914µs,107.992µs
,,1.982327ms,163.584µs,173.459µs,119.751µs
,,311.495µs,158.354µs,151.994µs,109.275µs
,,176.518µs,134.778µs,140.703µs,110.377µs
,,155.181µs,147.598µs,137.062µs,111.422µs
,,217.64µs,130.179µs,173.739µs,118.561µs
,,153.674µs,123.78µs,136.196µs,122.703µs
,,171.363µs,130.084µs,156.412µs,122.785µs
,,135.819µs,130.994µs,150.873µs,112.941µs
,,117.62µs,123.729µs,145.991µs,109.222µs
,,132.996µs,137.958µs,131.415µs,111.617µs
,,141.632µs,149.695µs,144.043µs,108.032µs
,,157.271µs,139.725µs,154.518µs,113.942µs
,,145.407µs,124.876µs,142.334µs,107.63µs
,,118.747µs,122.243µs,148.73µs,125.433µs
,,132.854µs,133.408µs,159.125µs,122.462µs
,,124.949µs,123.523µs,164.276µs,128.042µs
,,126.211µs,125.407µs,176.349µs,105.798µs
,,127.941µs,120.987µs,264.585µs,125.18µs
,,125.168µs,131.517µs,171.487µs,135.148µs
,,138.108µs,128.179µs,194.206µs,135.628µs
,,133.566µs,128.831µs,180.262µs,130.509µs
,,147.619µs,142.639µs,186.327µs,140.591µs
,,155.287µs,153.14µs,191.51µs,175.248µs
,,131.662µs,122.787µs,482.054µs,137.912µs
,,138.352µs,150.253µs,241.453µs,107.631µs
,,146.988µs,179.575µs,186.122µs,151.403µs
,,142.328µs,134.376µs,216.717µs,140.319µs
,,145.601µs,470.919µs,177.972µs,127.016µs
,,161.663µs,154.41µs,162.739µs,125.806µs
,,142.705µs,151.262µs,206.138µs,177.007µs
,,129.938µs,134.202µs,143.308µs,144.247µs
,,180.026µs,156.611µs,177.615µs,198.527µs
,,138.588µs,111.023µs,151.19µs,192.754µs
,,138.864µs,139.706µs,209.264µs,235.127µs
,,137.183µs,117.962µs,187.21µs,166.541µs
,,139.321µs,110.246µs,235.109µs,194.159µs
,,131.175µs,116.165µs,400.895µs,176.822µs
,,151.674µs,128.644µs,277.364µs,229.2µs
,,108.597µs,134.12µs,227.54µs,193.027µs
,,116.526µs,117.486µs,1.332147ms,163.56µs
,,109.666µs,141.047µs,572.244µs,150.444µs
,,108.539µs,134.351µs,312.201µs,149.281µs
,,100.885µs,130.978µs,188.672µs,163.475µs
,,137.468µs,133.897µs,414.079µs,870.022µs
,,109.534µs,128.317µs,259.705µs,437.686µs
,,93.367µs,124.156µs,289.575µs,310.432µs
,,93.08µs,128.95µs,160.81µs,255.331µs
,,97.845µs,141.678µs,116.68µs,205.94µs
,,93.374µs,135.958µs,191.736µs,228.434µs
,,94.472µs,119.575µs,195.206µs,271.767µs
,,93.101µs,141.16µs,304.078µs,371.923µs
,,94.276µs,126.515µs,262.448µs,216.482µs
,,95.588µs,140.752µs,1.11243ms,177.238µs
,,93.226µs,148.767µs,592.623µs,191.667µs
,,93.874µs,158.774µs,262.43µs,134.513µs
,,93.409µs,129.773µs,205.935µs,127.011µs
,,93.856µs,129.637µs,182.399µs,143.945µs
,,93.89µs,132.437µs,199.551µs,124.096µs
,,112.986µs,148.831µs,235.431µs,125.164µs
,,131.316µs,165.757µs,154.722µs,116.526µs
,,122.976µs,238.544µs,173.412µs,143.212µs
,,129.964µs,199.377µs,172.208µs,122.1µs
,,120.33µs,229.847µs,181.705µs,120.148µs
,,130.636µs,350.644µs,203.873µs,127.757µs
,,116.225µs,203.761µs,176.712µs,123.464µs
,,110.86µs,196.027µs,238.189µs,126.685µs
,,119.262µs,198.035µs,171.469µs,136.314µs
,,102.742µs,193.222µs,180.352µs,127.184µs
,,116.935µs,186.614µs,185.185µs,110.579µs
,,109.305µs,171.29µs,176.665µs,146.172µs
,,116.062µs,173.846µs,154.192µs,126.068µs
,,125.177µs,182.785µs,169.288µs,133.816µs
,,130.227µs,594.556µs,146.417µs,148.038µs
,,113.72µs,1.266652ms,168.996µs,139.21µs
,,120.604µs,348.29µs,229.836µs,150.901µs
,,126.133µs,239.894µs,159.041µs,147.872µs
,,133.194µs,344.304µs,157.878µs,141.008µs
,,123.797µs,224.054µs,154.292µs,144.552µs
,,123.728µs,169.308µs,141.438µs,117.965µs
,,143.599µs,176.883µs,133.823µs,119.081µs
,,139.933µs,133.07µs,130.437µs,132.054µs
,,115.677µs,154.439µs,128.067µs,138.57µs
,,147.87µs,142.304µs,126.273µs,136.28µs
,,144.949µs,155.666µs,126.937µs,159.891µs
,,139.426µs,125.919µs,123.066µs,152.294µs
,,138.901µs,115.283µs,129.99µs,127.469µs
,,128.986µs,142.958µs,135.037µs,116.138µs
,,125.223µs,128.592µs,129.105µs,126.074µs
,,131.402µs,149.651µs,139.079µs,127.056µs
,,186.83µs,124.846µs,133.413µs,120.04µs
,,207.956µs,117.937µs,135.615µs,116.002µs
,,164.1µs,126.54µs,124.414µs,128.72µs
,,151.717µs,130.381µs,135.173µs,143.315µs
,,218.666µs,157.205µs,123.835µs,118.009µs
,,249.644µs,128.79µs,121.998µs,118.944µs
,,567.633µs,130.96µs,136.45µs,182.477µs
,,299.014µs,122.251µs,213.397µs,215.153µs
,,395.71µs,105.475µs,154.426µs,124.675µs
,,323.001µs,116.955µs,189.057µs,130.801µs
,,246.421µs,140.612µs,129.929µs,121.723µs
,,256.037µs,119.977µs,158.372µs,119.284µs
,,211.863µs,126.625µs,174.846µs,132.504µs
,,160.179µs,158.725µs,178.121µs,104.487µs
,,202.565µs,160.979µs,156.872µs,107.636µs
,,149.862µs,186.275µs,153.983µs,99.879µs
,,145.93µs,166.377µs,170.772µs,126.515µs
,,172.27µs,154.807µs,161.277µs,117.345µs
,,157.665µs,138.006µs,200.076µs,124.438µs
,,155.495µs,175.431µs,334.162µs,518.619µs
,,154.25µs,226.259µs,539.595µs,138.614µs
,,148.588µs,151.409µs,861.302µs,131.98µs
,,137.581µs,149.149µs,894.833µs,136.814µs
,,161.96µs,128.349µs,299.225µs,134.258µs
,,136.51µs,127.348µs,169.564µs,133.747µs
,,158.833µs,119.683µs,154.703µs,159.853µs
,,126.939µs,129.064µs,167.812µs,108.74µs
,,131.865µs,123.006µs,203.661µs,120.249µs
,,156.24µs,126.795µs,173.626µs,139.459µs
,,130.607µs,157.7µs,147.68µs,110.382µs
,,120.712µs,131.906µs,184.925µs,121.452µs
,,138.131µs,112.926µs,156.296µs,136.972µs
,,183.029µs,114.816µs,165.299µs,158.058µs
,,134.923µs,110.332µs,176.046µs,167.847µs
,,140.234µs,109.306µs,167.145µs,150.541µs
,,144.062µs,102.584µs,204.186µs,198.839µs
,,134.197µs,97.845µs,207.206µs,893.699µs
,,140.182µs,108.684µs,180.04µs,688.524µs
,,122.375µs,100.397µs,179.091µs,773.369µs
,,137.62µs,97.082µs,155.779µs,650.68µs
,,141.513µs,113.877µs,165.147µs,364.448µs
,,124.611µs,129.535µs,163.554µs,249.19µs
,,136.663µs,98.674µs,155.538µs,254.737µs
,,129.833µs,108.925µs,166.601µs,184.523µs
,,124.307µs,106.629µs,150.363µs,186.132µs
,,123.231µs,118.564µs,176.478µs,150.941µs
,,121.01µs,121.821µs,145.936µs,156.498µs
,,112.789µs,124.246µs,141.362µs,131.293µs
,,138.044µs,117.305µs,133.727µs,146.539µs
,,129.95µs,116.767µs,163.037µs,157.276µs
,,135.615µs,132.295µs,151.131µs,110.467µs
,,128.34µs,118.614µs,151.372µs,129.6µs
,,158.674µs,158.163µs,137.812µs,128.226µs
,,114.501µs,135.086µs,153.869µs,141.913µs
,,136.121µs,133.954µs,187.687µs,107.748µs
,,122.147µs,138.805µs,229.176µs,124.167µs
,,126.044µs,135.432µs,167.492µs,119.315µs
,,139.283µs,132.523µs,141.111µs,135.828µs
,,122.876µs,134.717µs,134.99µs,131.1µs
,,123.205µs,281.803µs,142.081µs,120.273µs
,,177.308µs,171.469µs,135.356µs,143.202µs
,,115.164µs,159.779µs,138.498µs,136.123µs
,,122.37µs,146.918µs,162.724µs,129.489µs
,,137.289µs,138.33µs,176.097µs,116.584µs
,,143.49µs,137.873µs,133.811µs,128.018µs
,,143.161µs,167.467µs,136.899µs,117.243µs
,,136.44µs,160.058µs,134.217µs,136.012µs
,,142.053µs,145.571µs,140.826µs,122.415µs
,,135.349µs,114.069µs,111.372µs,131.251µs
,,120.812µs,168.13µs,130.198µs,142.328µs
,,122.032µs,144.402µs,130.304µs,133.582µs
,,116.433µs,150.274µs,133.63µs,125.476µs
,,113.566µs,185.702µs,122.712µs,135.845µs
,,120.699µs,200.772µs,129.012µs,133.443µs
,,116.342µs,168.171µs,131.149µs,150.557µs
,,112.37µs,188.163µs,127.856µs,136.812µs
,,112.61µs,166.694µs,122.395µs,153.565µs
,,116.768µs,163.44µs,125.043µs,127.069µs
,,109.078µs,420.111µs,109.576µs,146.363µs
,,125.241µs,472.302µs,115.545µs,129.086µs
,,103.456µs,368.523µs,134.972µs,144.857µs
,,102.261µs,223.069µs,140.539µs,139.187µs
,,105.774µs,178.329µs,140.608µs,132.194µs
,,122.396µs,151.039µs,127.039µs,123.445µs
,,114.61µs,180.895µs,120.114µs,136.474µs
,,112.509µs,144.604µs,142.518µs,121.267µs
,,114.094µs,205.951µs,138.312µs,126.318µs
,,115.393µs,186.606µs,137.819µs,113.476µs
,,130.547µs,193.187µs,135.627µs,132.454µs
,,139.73µs,180.426µs,139.191µs,129.083µs
,,128.849µs,598.561µs,140.648µs,152.169µs
,,109.971µs,205.527µs,114.524µs,125.806µs
,,174.767µs,147.698µs,119.065µs,119.579µs
,,131.96µs,142.878µs,150.372µs,108.42µs
,,129.478µs,140.118µs,460.963µs,115.577µs
,,119.367µs,129.293µs,129.06µs,106.616µs
,,135.749µs,152.58µs,217.11µs,98.236µs
,,142.852µs,129.404µs,425.539µs,110.89µs
,,185.396µs,125.099µs,118.316µs,105.361µs
,,151.474µs,125.384µs,131.972µs,125.915µs
,,160.506µs,128.61µs,136.864µs,112.526µs
,,177.112µs,155.241µs,141.184µs,120.14µs
,,163.621µs,167.544µs,139.628µs,117.705µs
,,542.179µs,121.44µs,145.617µs,109.026µs
,,248.176µs,119.47µs,199.409µs,121.574µs
,,176.872µs,115.408µs,141.611µs,121.403µs
,,205.131µs,138.163µs,175.571µs,138.187µs
,,169.744µs,124.689µs,147.803µs,114.698µs
,,200.989µs,143.825µs,945.408µs,119.633µs
,,183.232µs,171.635µs,266.636µs,117.642µs
,,341.556µs,112.162µs,264.575µs,100.706µs
,,585.74µs,126.042µs,204.532µs,114.081µs
,,241.279µs,170.754µs,163.321µs,128.405µs
,,192.495µs,146.619µs,197.561µs,140.745µs
,,187.577µs,136.387µs,175.743µs,132.77µs
,,158.837µs,141.303µs,152.649µs,103.551µs
,,155.646µs,123.685µs,152.267µs,102.037µs
,,469.169µs,134.397µs,153.08µs,113.84µs
,,186.765µs,145.042µs,124.812µs,137.012µs
,,170.111µs,127.353µs,143.887µs,149.008µs
,,153.596µs,132.723µs,149.571µs,130.016µs
,,174.981µs,136.324µs,141.185µs,160.275µs
,,188.201µs,128.977µs,127.483µs,130.553µs
,,157.634µs,128.649µs,123.951µs,121.099µs
,,130.018µs,131.973µs,126.81µs,132.462µs
,,164.206µs,139.218µs,135.01µs,129.312µs
,,122.714µs,132.976µs,145.575µs,139.145µs
,,147.04µs,149.99µs,116.972µs,196.479µs
,,144.123µs,130.544µs,127.818µs,299.085µs
,,150.343µs,138.402µs,151.255µs,194.062µs
,,136.4µs,127.092µs,128.475µs,214.334µs
,,150.813µs,137.879µs,110.648µs,210.308µs
,,149.364µs,130.046µs,124.283µs,252.252µs
,,144.664µs,121.393µs,121.199µs,231.379µs
,,154.342µs,117.462µs,119.993µs,399.942µs
,,134.678µs,144.029µs,118.095µs,520.617µs
,,167.569µs,114.905µs,115.345µs,768.278µs
,,171.381µs,110.771µs,114.598µs,695.012µs
,,217.877µs,110.473µs,120.7µs,339.215µs
,,177.482µs,119.173µs,114.425µs,318.776µs
,,235.695µs,170.518µs,108.636µs,392.106µs
,,168.774µs,142.956µs,130.159µs,235.914µs
,,201.322µs,134.887µs,126µs,544.422µs
,,199.183µs,147.69µs,141.623µs,213.254µs
,,299.632µs,130.168µs,123.659µs,175.508µs
,,214.318µs,113.681µs,150.852µs,143.412µs
,,306.363µs,137.697µs,135.207µs,133.867µs
,,140.522µs,133.595µs,123.743µs,165.294µs
,,171.329µs,126.556µs,132.22µs,151.424µs
,,145.861µs,135.157µs,136.289µs,133.534µs
,,151.401µs,140.803µs,125.627µs,149.113µs
,,5.044913ms,121.026µs,133.999µs,130.194µs
